F157,F159,F160,F162,F265,F267,F268,F270,F886,F1936,F1938,F2074,F2076,F2182,F2285,F2481,F2578,F2779,F3226,F3228,F3229,F3231,F3337,F3339,F3445,F3447,F3502,F3504,F3908,F3912,F115,F321,F527,F531,F670,F1692,F2082,F2122,F2582,F2678,F2737,F2956,F3836,F3887,F3894,F3924
0.62,0.59,0.77,0.69,0.4,0.32,0.62,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.55,1.22,1.05,1.5,0.0,0.0,0.166666667,0.0,0.0,-0.12,0.0,64.0,1571692.25,269,23.0,0
0.47,0.33,0.92,0.89,0.25,0.09,0.85,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.48,1.73,1.71,2.95,0.0,0.0,0.0,0.0,0.0,-0.12,0.0,64.0,500000.0,302,51.0,0
0.45,0.44,0.25,0.26,0.19,0.16,0.15,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.48,1.21,1.32,0.71,0.0,1.0,0.0,0.4,0.0,-0.12,0.0,64.0,6102.0,214,17.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.35,0.64,1.67,1.13,0.0,1.0,0.0,0.5,0.0,0.0,0.0,64.0,1100000.0,227,53.0,0
0.86,0.87,0.68,0.67,0.54,0.54,0.41,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.82,1.41,1.08,0.49,0.0,1.0,0.0,0.5,0.0,-0.12,0.0,64.0,13133.0,239,36.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.12,0.0,0.0,700000.0,276,41.0,0
0.71,0.52,0.81,0.62,0.43,0.29,0.52,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.49,1.54,1.04,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,3526.0,205,8.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0.53,1.0,1.0,1.21,0.0,1.0,0.0,0.5,0.0,-0.12,0.0,64.0,0.0,204,51.0,0
0.4,0.52,0.78,0.62,0.2,0.29,0.73,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.57,1.28,0.47,2.33,0.0,1.0,0.0,0.666666667,0.0,-0.12,0.0,64.0,-150000.0,328,55.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.53,1.33,1.0,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1000000.0,246,35.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.2,0.0,0.2,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0.33,1.42,0.0,0.0,0.0,0.0,0.2,0.0,0.0,-0.12,0.0,64.0,2351.0,286,36.0,0
1.0,0.52,1.0,0.62,1.0,0.29,1.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.47,0.95,1.17,1.01,0.0,1.0,0.0,0.333333333,0.0,-0.12,0.0,64.0,242.18,247,48.0,0
0.4,0.38,0.29,0.06,0.27,0.25,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.45,1.28,0.9,2.95,0.0,1.0,0.0,0.2,0.0,-0.12,0.0,64.0,202172.18,280,39.0,0
0.6,0.59,0.71,0.76,0.34,0.25,0.42,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.58,1.42,1.14,1.43,0.0,0.0,0.2,0.2,0.0,-0.12,0.0,64.0,262.18,297,31.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.53,1.0,1.0,1.21,0.0,0.0,0.0,0.0,0.0,-0.12,0.0,64.0,3955153.17,311,62.0,0
0.6,0.6,0.98,0.98,0.3,0.3,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.63,1.23,1.19,1.99,0.0,0.0,0.0,0.0,0.0,-0.12,0.0,64.0,37988.67,306,51.0,0
0.0,0.52,0.0,0.62,0.0,0.29,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.75,1.35,0.0,1.18,0.0,0.0,0.5,0.0,0.08,-0.54,-0.52,73.0,33680.69,273,45.0,0
1.0,1.0,1.0,1.0,0.5,0.5,0.55,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1.0,0.86,0.83,1.0,0.0,1.0,0.0,0.333333333,0.06,-0.12,-0.39,50.0,800.0,249,55.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,1.0,1.0,1.0,1.21,0.0,1.0,0.0,0.333333333,0.0,-0.14,-0.14,64.0,4941.96,227,44.0,0
0.5,0.51,0.58,0.63,0.26,0.28,0.24,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.06,7.06,1,0,0.48,1.24,0.99,1.32,0.0,1.0,0.0,0.333333333,0.0,-0.12,-0.51,14.0,120412.9,202,59.0,0
0.52,0.51,0.58,0.54,0.28,0.27,0.45,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.13,3.37,-0.44,0.06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.5,1.58,1.42,1.62,0.0,2.0,0.0,0.428571429,0.48,0.91,0.37,133.0,105643.5,202,28.0,0
1.0,1.0,1.0,1.0,0.93,0.92,0.99,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,1.0,1.07,1.08,1.06,0.0,1.0,0.0,0.4,-0.04,-0.12,-0.38,31.0,12941.0,247,46.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.33,1.0,0.0,2.5,0.0,1.0,0.0,0.25,0.0,-0.12,-0.94,64.0,2320.0,226,56.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0.67,1.0,1.0,1.04,0.0,0.0,0.0,0.0,1.49,-0.12,-0.71,40.0,900000.0,220,70.0,0
0.52,0.52,0.65,0.62,0.34,0.29,0.48,0.41,0.0,0.0,0.0,0.25,0.0,0.25,1.87,1.87,0.04,-0.37,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.48,0.48,1.12,0.0,0.0,1.0,0.0,0.25,0.0,-0.39,-0.03,35.0,21885.36,201,40.0,0
0.46,0.5,0.52,0.55,0.24,0.25,0.32,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0.48,1.15,1.01,1.24,0.0,1.0,0.0,0.25,0.0,-0.12,-0.22,28.0,620.0,264,36.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.38,-0.15,0.42,75.0,2400000.0,204,40.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1.0,1.2,0.0,1.21,0.0,1.0,0.0,0.333333333,0.0,-0.12,0.0,2.0,3910.0,222,49.0,0
0.41,0.27,0.89,0.59,0.41,0.27,0.89,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0.41,1.09,1.42,1.52,0.0,0.0,0.0,0.0,-0.05,-0.12,0.37,55.0,-580000.0,201,51.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.75,2.28,1.25,2.62,0.0,0.0,0.0,0.0,-0.39,-0.45,-0.44,21.0,5605.5,237,43.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.12,-0.3,64.0,1275497.79,282,59.0,0
0.46,0.45,0.35,0.27,0.21,0.2,0.07,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.64,4.64,1,0,0.47,1.64,1.11,0.18,0.0,0.0,0.0,0.0,0.0,-0.12,-0.04,18.0,500000.0,203,41.0,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0.92,1.0,0.81,1.08,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,2.0,974199.0,231,38.0,0
0.44,0.45,0.88,0.84,0.35,0.34,0.76,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0.42,1.03,0.87,1.35,0.0,1.0,0.2,0.2,0.0,0.0,0.0,64.0,500.0,201,34.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.17,0.35,-0.01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.6,1.0,1.17,1.86,0.0,1.0,0.2,0.2,0.04,-0.27,-0.05,26.0,1000000.0,202,45.0,0
0.39,0.39,0.76,0.76,0.22,0.22,0.42,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.36,1.0,1.0,2.06,0.0,0.0,0.0,0.0,0.5,-0.12,-0.48,3.0,14582.5,284,60.0,0
0.5,0.49,0.66,0.57,0.25,0.22,0.47,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.5,1.5,2.42,0.93,0.0,0.0,0.333333333,0.0,0.0,-0.12,-0.15,5.0,1000.0,342,49.0,0
0.56,0.38,0.9,0.84,0.56,0.38,0.9,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.58,1.0,1.91,1.6,0.0,0.0,0.0,0.0,0.0,-0.12,-0.63,9.0,-100000.0,211,72.0,0
0.48,0.43,0.68,0.43,0.22,0.2,0.57,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.34,3.16,-0.03,-0.19,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.49,1.73,1.4,1.22,0.0,0.0,0.0,0.666666667,0.44,-0.17,0.64,62.0,500000.0,277,70.0,0
0.51,0.55,0.81,0.79,0.24,0.28,0.37,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.64,3.34,-0.16,-0.13,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.12,22.12,0,0,0.52,1.03,0.41,2.17,0.0,0.0,0.2,0.2,0.0,0.04,-0.12,245.0,-950000.0,200,22.0,0
0.44,0.47,0.48,0.62,0.18,0.18,0.17,0.2,0.0,0.0,0.0,1.0,0.411764706,0.992805755,0.59,1.34,0.06,0.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.45,0.93,1.03,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.11,238.0,600000.0,200,49.0,0
0.1,0.0,0.05,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.002624672,0.0,0.0,0.0,-0.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0.27,1.0,0.5,2.88,0.0,4.0,0.0,0.011811024,0.0,-0.2,-0.2,3.0,600000.0,418,57.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.0,0.0,0.002628121,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.009198423,0.12,-0.12,-0.7,24.0,17239.0,200,41.0,0
0.67,0.52,0.9,0.62,0.5,0.29,0.75,0.41,0.0,0.037037037,0.037037037,0.960784314,0.725490196,0.897727273,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.69,0.95,1.04,0.92,0.0,0.0,0.0,0.0,0.4,-0.12,-0.7,19.0,9851.0,217,58.0,0
0.82,1.0,0.8,1.0,0.55,0.67,0.6,0.75,0.0,0.0,0.0,0.0,0.0,0.166666667,0.5,1.76,-0.04,-0.14,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.69,1.07,0.0,1.5,0.0,0.0,0.2,0.0,0.0,-0.1,-0.1,64.0,1895.0,261,50.0,0
0.33,0.5,0.38,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.933333333,0.8,0.947368421,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.43,1.94,0.3,3.1,0.0,0.0,0.0,0.052631579,0.0,-0.12,-0.48,11.0,1700000.0,200,47.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.6875,0.5625,0.58974359,0.03,1.34,-0.48,-0.22,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0.67,1.0,0.0,1.25,0.0,1.0,0.0625,0.128205128,0.0,0.51,-0.22,64.0,1076.0,229,45.0,0
0.5,0.44,0.51,0.51,0.26,0.15,0.34,0.35,0.0,0.0,0.0,0.0,0.0,0.0,1.08,1.08,0.25,0.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.5,1.25,1.17,1.31,0.0,3.0,0.0,1.0,0.0,0.0,0.17,9.0,-498000.0,256,41.0,0
0.44,0.48,0.5,0.51,0.19,0.2,0.13,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.44,1.99,0.97,3.98,0.0,0.0,0.0,0.0,0.0,-0.12,-0.06,64.0,200019.23,314,65.0,0
0.54,0.56,0.39,0.37,0.35,0.37,0.26,0.26,0.0,0.0,0.0,1.0,0.46875,0.96875,0.0,0.48,-0.45,-0.61,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.53,1.02,0.96,0.73,0.0,0.0,0.0,0.0,0.29,-0.3,-0.38,37.0,-160013.0,219,17.0,0
0.37,0.34,0.53,0.53,0.3,0.3,0.47,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,-0.44,-0.61,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.37,1.12,1.0,1.62,0.0,2.0,0.0,0.25,-0.16,-0.31,-0.5,138.0,27866.67,400,50.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.695652174,0.543478261,0.629213483,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.53,1.0,1.0,1.21,0.0,0.0,0.0,0.0,0.0,-0.12,-0.07,16.0,936147.25,201,50.0,0
0.45,0.46,0.72,0.79,0.37,0.37,0.71,0.78,0.0,0.0,0.0,0.688888889,0.533333333,0.602409639,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0.46,1.21,1.06,2.0,0.0,0.0,0.0,0.0,0.0,-0.12,0.44,45.0,838616.64,224,54.0,0
0.63,0.63,0.6,0.53,0.2,0.19,0.26,0.19,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-0.22,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.63,1.84,1.47,2.75,0.0,3.0,0.0,0.75,0.0,-0.36,-0.4,8.0,2629834.41,221,59.0,0
0.67,0.67,0.82,0.76,0.63,0.63,0.82,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.69,1.06,1.03,1.18,0.0,0.0,0.626506024,0.013953488,0.05,-0.12,-0.08,214.0,763607.25,258,62.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.486842105,0.0,0.438095238,0.02,0.06,-0.18,-0.35,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.46,15.46,0,0,0.46,0.49,1.02,0.49,0.0,14.0,0.0,0.238095238,0.0,-0.2,-0.37,9.0,1874877.82,407,58.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.333333333,0.0,0.333333333,0.8,1.72,-0.07,-0.32,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.47,1.14,1.02,0.5,0.0,0.0,0.0,0.0,-0.16,-0.28,-0.25,117.0,3431165.91,299,75.0,0
0.63,0.67,0.55,0.55,0.37,0.42,0.24,0.3,0.0,0.0,0.0,1.0,0.553571429,0.939393939,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0.61,0.79,0.77,0.82,0.0,0.0,0.0,0.0,-0.35,-0.12,-0.57,22.0,123204.02,351,50.0,0
0.58,0.57,0.74,0.72,0.31,0.31,0.46,0.45,0.0,0.0,0.0,0.392857143,0.392857143,0.455882353,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.92,5.92,0,0,0.58,1.16,0.93,1.52,0.0,0.0,0.0,0.029411765,0.0,-0.12,-0.41,16.0,101057.89,212,51.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.866666667,0.666666667,0.871794872,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.67,0.82,0.7,1.13,1.0,0.0,0.0,0.0,0.0,-0.12,-0.15,64.0,659568.06,256,49.0,0
1.0,0.52,1.0,0.62,1.0,0.29,1.0,0.41,0.0,0.0,0.0,0.869565217,0.72826087,0.892215569,0.0,0.0,0.0,-0.57,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1.0,1.4,1.5,1.47,0.0,0.0,0.0,0.0,0.0,-0.57,-0.51,2.0,41733268.67,200,49.0,0
0.49,0.53,0.49,0.57,0.25,0.3,0.26,0.34,0.0,0.0,0.0,0.961538462,0.846153846,0.95959596,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.53,0.73,0.53,1.34,0.0,1.0,0.0,0.01010101,0.0,3.52,-0.51,30.0,158574.59,475,56.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.681818182,0.545454545,0.75,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.53,1.0,1.0,1.21,0.0,0.0,0.0,0.0,0.0,-0.12,-0.43,10.0,-2131308.58,254,62.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.0,0.0,0.0,1.38,1.67,0.1,-0.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.75,0.0,0.02,-0.46,-0.47,64.0,915691.44,364,48.0,0
0.27,0.1,0.28,0.0,0.13,0.1,0.0,0.0,0.0,0.142857143,0.142857143,0.529411765,0.529411765,0.6,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.4,1.51,1.37,2.97,0.0,0.0,0.0,0.0,0.0,-0.12,0.0,4.0,600125.43,219,32.0,0
0.43,0.44,0.4,0.4,0.32,0.33,0.35,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.41,0.9,0.37,1.15,0.0,1.0,0.166666667,0.166666667,0.0,-0.12,0.0,64.0,11435816203.0,378,59.0,0
0.3,0.3,0.44,0.44,0.2,0.2,0.28,0.28,0.0,0.0,0.0,0.981481481,0.944444444,0.981818182,0.03,0.03,-0.26,-0.36,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.62,3.62,0,0,0.27,1.25,1.35,1.32,0.0,0.0,0.0,0.0,0.0,-0.12,-0.36,6.0,11050.64,245,36.0,0
0.67,0.67,0.67,0.67,0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.864,0.792,0.874538745,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.64,1.09,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,1056158.89,280,45.0,0
0.51,0.53,0.6,0.59,0.4,0.43,0.39,0.48,0.0,0.0,0.0,0.740740741,0.666666667,0.8,0.96,1.34,0.19,-0.21,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.52,1.09,0.67,1.25,0.0,0.0,0.0,0.0,0.41,-0.33,-0.23,32.0,14893.76,261,50.0,0
0.57,0.6,0.49,0.71,0.35,0.37,0.31,0.45,0.0,0.0,0.0,0.588888889,0.488888889,0.61928934,0.0,0.04,-0.38,-0.71,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.52,1.07,0.67,1.46,0.0,0.0,0.0,0.025380711,1.48,-0.53,-0.7,20.0,402458.83,201,17.0,0
0.64,0.61,0.7,0.71,0.33,0.31,0.4,0.44,0.0,0.0,0.0,1.0,0.092307692,0.970149254,0.57,1.25,0.1,0.09,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.64,1.21,1.24,1.34,0.0,0.0,0.0,0.0,-0.06,-0.02,0.01,153.0,703282.01,198,29.0,0
